SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
12884,212019460,F,SC,,,,,88.458
12885,212019462,F,SEBC,,,,,94.868
12886,212019463,F,General(EWS),,,,,130.2512
12887,212019464,M,General,,,,,118.2004
12888,212019466,M,General,,,,,102.0472
12889,212019468,F,General(EWS),,,,,97.1756
12890,212019470,M,General(EWS),,,,,130.5076
12891,212019472,M,SEBC,,,,,129.7384
12892,212019473,F,SEBC,,,,,99.2268
12893,212019476,M,SEBC,,,,,140.2508
12894,212019478,M,ST,,,,,91.7912
12895,212019479,M,SEBC,,,,,119.226
12896,212019480,M,SC,,,,,139.2252
12897,212019481,M,SC,,,,,126.6616
12898,212019482,F,SEBC,,,,,105.8932
12899,212019483,F,ST,,,,,95.8936
12900,212019485,M,SEBC,,,,,128.9692
12901,212019486,M,SEBC,,,,,128.9692
12902,212019489,M,SEBC,,,,,105.6368
12903,212019492,M,ST,,,,,89.9964
12904,212019493,M,General(EWS),,,,,135.892
12905,212019494,M,SEBC,,,,,113.3288
12906,212019496,M,ST,,,,,100.2524
12907,212019497,M,SEBC,,,,,144.866
12908,212019499,F,General(EWS),,,,,119.226
12909,212019500,M,ST,,,,,106.406
12910,212019502,M,SEBC,,,,,120.508
12911,212019503,M,SEBC,,,,,126.1488
12912,212019504,M,General,,,,,109.4828
12913,212019505,M,SEBC,,,,,126.1488
12914,212019506,M,SEBC,,,,,144.866
12915,212019507,M,SEBC,,,,,102.8164
12916,212019512,M,SEBC,,,,,89.9964
12917,212019514,M,ST,,,,,104.8676
12918,212019515,F,General,,,,,122.8156
12919,212019517,M,SEBC,,Yes,,,83.5864
12920,212019518,F,General(EWS),,,,,91.5348
12921,212019519,F,SEBC,,,,,80.766
12922,212019522,F,SEBC,,,,,96.6628
12923,212019523,M,General(EWS),,,,,138.456
12924,212019524,M,ST,,,,,80.2532
12925,212019525,M,SEBC,,,,,118.7132
12926,212019527,M,SEBC,,,YES,,103.0728
12927,212019528,M,SC,,,,,152.3016
12928,212019529,M,ST,,,,,83.8428
12929,212019530,M,SC,,,,,108.7136
12930,212019532,M,SC,,,,,110.7648
12931,212019535,M,SEBC,,,,,92.8168
12932,212019536,F,SEBC,,,,,80.5096
12933,212019538,F,SEBC,,,,,87.176
12934,212019539,M,SEBC,,,,,144.0968
12935,212019540,M,ST,,,,,122.3028
12936,212019541,M,SEBC,,,,,125.8924
12937,212019542,M,SC,,,,,120.508
12938,212019543,F,SEBC,,,,,96.6628
12939,212019546,M,SEBC,,,,,135.3792
12940,212019547,F,General,,,,,99.4832
12941,212019549,M,SEBC,,,,,128.2
12942,212019550,M,SC,,,,,104.8676
12943,212019551,M,ST,,,,,93.3296
12944,212019553,M,SC,,,,,122.5592
12945,212019554,F,SEBC,,,,,135.892
12946,212019556,M,SEBC,,,,,101.0216
12947,212019557,F,General(EWS),,,,,106.1496
12948,212019559,M,SEBC,,,,,148.4556
12949,212019561,M,SC,,,,,101.0216
12950,212019563,M,SEBC,,,,,116.4056
12951,212019564,F,SEBC,,,,,92.8168
12952,212019565,F,SEBC,,,,,84.3556
12953,212019566,F,General(EWS),,,,,114.8672
12954,212019567,F,General(EWS),,,,,115.38
12955,212019569,M,ST,,,,,104.0984
12956,212019571,M,SEBC,,,,,125.8924
12957,212019573,F,General(EWS),,,,,114.098
12958,212019576,F,SC,,,,,103.3292
12959,212019578,M,SEBC,,,,,114.3544
12960,212019580,M,SEBC,,,,,137.9432
12961,212019581,M,SEBC,,,,,117.1748
12962,212019583,M,General(EWS),,,,,137.4304
12963,212019588,M,SEBC,,,,,124.354
12964,212019589,F,SEBC,,,,,122.0464
12965,212019591,F,General,,,,,118.7132
12966,212019592,M,ST,,,,,116.1492
12967,212019593,F,General(EWS),,,YES,,97.1756
12968,212019595,M,SEBC,,,,,114.098
12969,212019596,M,General(EWS),,,,,129.2256
12970,212019598,M,SEBC,,,,,139.4816
12971,212019599,M,General(EWS),,,,,133.0716
12972,212019600,F,SEBC,,,,,123.072
12973,212019602,M,ST,,,,,98.2012
12974,212019603,F,General(EWS),,,,,130.5076
12975,212019604,M,SEBC,,,,,145.3788
12976,212019605,F,General(EWS),,,,,98.2012
12977,212019606,M,General,,,,,136.4048
12978,212019608,F,ST,,,,,99.4832
12979,212019610,M,SEBC,,,,,131.5332
12980,212019611,F,SC,,,,,103.5856
12981,212019612,M,SEBC,,,,,120.7644
12982,212019615,M,SEBC,,,,,100.5088
12983,212019617,M,ST,,,,,84.8684
12984,212019618,F,SEBC,,,,,101.278
12985,212019622,M,SEBC,,,,,90.2528
12986,212019623,F,SC,,,,,128.2
12987,212019624,M,SEBC,,,,,131.7896
12988,212019625,M,SEBC,,,,,88.458
12989,212019626,M,SC,,,,,128.9692
12990,212019627,F,SEBC,,,,,84.612
12991,212019628,F,SEBC,,,,,118.4568
12992,212019630,M,SEBC,,,,,135.3792
12993,212019631,F,SC,,,,,103.842
12994,212019633,F,General,,,,,126.4052
12995,212019634,M,SEBC,,,,,116.662
12996,212019635,M,ST,,,,,95.3808
12997,212019636,M,SEBC,,,,,104.3548
12998,212019637,M,SEBC,,,YES,,101.5344
12999,212019638,F,SEBC,,,,,115.38
13000,212019640,F,SEBC,,,,,96.15
13001,212019642,M,General(EWS),,,,,127.6872
13002,212019643,M,ST,,,,,101.7908
13003,212019646,M,SEBC,,,,,142.8148
13004,212019647,M,SEBC,,,,,91.022
13005,212019648,M,SEBC,,,,,131.5332
13006,212019649,M,General(EWS),,,,,90.2528
13007,212019651,M,SEBC,,,,,141.7892
13008,212019652,M,ST,,,,,95.1244
13009,212019653,F,SEBC,,,,,96.15
13010,212019654,M,ST,,,,,115.6364
13011,212019657,F,SC,,,,,82.048
13012,212019659,M,SEBC,,,,,103.3292
13013,212019661,F,ST,,,,,88.7144
13014,212019662,F,SC,,,,,127.6872
13015,212019664,F,SEBC,,,,,125.8924
13016,212019665,M,SEBC,,,,,155.122
13017,212019667,M,SEBC,,,,,122.8156
13018,212019668,M,SC,,,,,97.1756
13019,212019669,M,General(EWS),,,,,126.918
13020,212019670,M,SC,,,,,114.098
13021,212019671,M,ST,,,,,105.124
13022,212019672,F,SC,,,,,129.2256
13023,212019674,F,SEBC,,,,,90.2528
13024,212019676,M,SEBC,,,,,115.6364
13025,212019677,F,ST,,,,,108.2008
13026,212019678,M,General(EWS),,,,,132.3024
13027,212019680,M,SEBC,,,,,141.5328
13028,212019681,M,SEBC,,,,,129.2256
13029,212019684,M,SEBC,,,,,132.3024
13030,212019685,F,ST,,,,,97.9448
13031,212019686,M,SEBC,,,,,100.5088
13032,212019688,M,ST,,,,,98.2012
13033,212019689,F,SEBC,,,,,123.5848
13034,212019690,M,SEBC,,,,,92.5604
13035,212019691,F,ST,,,,,91.2784
13036,212019692,M,ST,,,,,81.2788
13037,212019694,M,General,,,,,109.9956
13038,212019696,M,General(EWS),,,,,135.6356
13039,212019699,M,SEBC,,,,,122.0464
13040,212019700,M,SEBC,,,,,140.5072
13041,212019701,F,SEBC,,,,,111.7904
13042,212019703,M,SEBC,,,,,121.5336
13043,212019704,M,SEBC,,Yes,,,101.7908
13044,212019705,F,SC,,,,,120.7644
13045,212019706,M,SC,,,,,138.1996
13046,212019707,F,ST,,,,,112.5596
13047,212019708,M,General(EWS),,,,,97.1756
13048,212019709,M,SEBC,,,,,122.3028
13049,212019711,F,General(EWS),,,,,91.5348
13050,212019712,M,ST,,,,,91.2784
13051,212019713,M,ST,,,,,117.1748
13052,212019717,F,SEBC,,,,,99.996
13053,212019718,F,ST,,,,,123.5848
13054,212019719,M,ST,,,,,116.9184
13055,212019720,M,SC,,,,,128.2
13056,212019721,M,SEBC,,,,,119.4824
13057,212019722,M,SEBC,,,,,141.2764
13058,212019724,M,SEBC,,,,,132.046
13059,212019725,M,SEBC,,,,,80.5096
13060,212019728,M,ST,,,,,98.9704
13061,212019730,M,General,,,,,129.7384
13062,212019732,F,General,,,,,112.0468
13063,212019734,M,General,,,,,96.4064
13064,212019735,M,ST,,,,,82.048
13065,212019736,M,General,,,,,119.9952
13066,212019737,M,General(EWS),,,,,122.8156
13067,212019738,F,General(EWS),,,,,84.612
13068,212019739,F,SEBC,,,,,98.2012
13069,212019740,M,General,,,,,122.8156
13070,212019742,F,SC,,,,,131.0204
13071,212019743,M,General(EWS),,,,,87.176
13072,212019745,M,SC,,,,,109.2264
13073,212019747,M,SEBC,,,YES,,91.022
13074,212019748,M,SEBC,,,,,134.0972
13075,212019749,M,SEBC,,,,,127.9436
13076,212019750,M,SEBC,,,,,134.8664
13077,212019751,M,ST,,,,,97.9448
13078,212019752,M,General,,,,,158.4552
13079,212019753,M,General(EWS),,,,,133.8408
13080,212019757,F,SEBC,,,,,104.6112
13081,212019758,M,SEBC,,,,,104.3548
13082,212019759,F,SC,,,,,107.4316
13083,212019760,M,SEBC,,,,,103.842
13084,212019761,M,ST,,,,,81.5352
13085,212019762,F,General(EWS),,,,,103.842
13086,212019763,M,SEBC,,,,,84.8684
13087,212019764,M,SEBC,,,,,121.5336
13088,212019766,F,SEBC,,,,,119.7388
13089,212019767,M,General(EWS),,,,,106.406
13090,212019768,M,SEBC,,,,,152.8144
13091,212019769,M,SC,,,,,126.4052
13092,212019771,M,SEBC,,,,,135.6356
13093,212019772,M,SEBC,,,,,98.2012
13094,212019774,M,SEBC,,,,,104.8676
13095,212019775,M,SEBC,,,,,108.4572
13096,212019776,M,SEBC,,,,,120.508
13097,212019777,M,ST,,,YES,,81.0224
13098,212019778,F,SEBC,,,,,101.7908
13099,212019779,M,SEBC,,,,,124.354
13100,212019781,M,General(EWS),,,,,83.5864
13101,212019784,M,SEBC,,,,,122.3028
13102,212019788,M,SEBC,,,,,144.6096
13103,212019789,M,SC,,,,,130.764
13104,212019790,M,General,,,,,115.1236
13105,212019792,F,General(EWS),,,,,98.714
13106,212019793,M,General,,,,,80.766
13107,212019794,F,SEBC,,,,,105.3804
13108,212019796,M,SEBC,,,,,103.0728
13109,212019797,F,General(EWS),,,YES,,84.8684
13110,212019798,M,SEBC,,,,,117.1748
13111,212019799,M,SC,,,,,100.2524
13112,212019801,M,SC,,,,,111.2776
13113,212019802,M,SEBC,,,,,87.6888
13114,212019803,M,General,,,,,106.406
13115,212019804,M,SEBC,,,,,107.688
13116,212019806,F,SEBC,,,,,114.098
13117,212019807,M,SEBC,,,YES,,137.4304
13118,212019809,M,SC,,,,,88.9708
13119,212019810,F,SEBC,,,,,123.8412
13120,212019812,F,SEBC,,,,,118.2004
13121,212019814,F,SEBC,,,,,123.072
13122,212019815,M,SEBC,,,,,146.9172
13123,212019817,M,ST,,,,,121.79
13124,212019819,M,SEBC,,,,,117.1748
13125,212019823,F,SEBC,,,,,129.9948
13126,212019824,M,ST,,,,,81.5352
13127,212019825,M,SEBC,,,,,106.9188
13128,212019826,M,SEBC,,,,,139.2252
13129,212019828,M,SEBC,,,,,107.1752
13130,212019829,F,General(EWS),,,,,136.9176
13131,212019831,M,ST,,,,,87.176
13132,212019834,F,SC,,,,,142.302
13133,212019835,F,SEBC,,,,,131.5332
13134,212019836,M,SEBC,,,,,104.3548
13135,212019838,F,SEBC,,,,,88.2016
13136,212019840,M,SEBC,,,,,126.918
13137,212019843,M,SEBC,,,,,104.6112
13138,212019844,M,SC,,,,,136.4048
13139,212019846,M,SEBC,,,,,105.8932
13140,212019851,M,SC,,,,,120.7644
13141,212019857,F,General(EWS),,,,,114.6108
13142,212019859,M,SEBC,,,,,136.1484
13143,212019860,M,SEBC,,,,,119.9952
13144,212019862,F,SEBC,,,,,107.1752
13145,212019863,M,SEBC,,,,,135.1228
13146,212019864,F,SEBC,,,,,101.0216
13147,212019865,F,ST,,,,,98.2012
13148,212019867,M,SEBC,,,,,133.328
13149,212019868,M,SEBC,,,,,100.2524
13150,212019869,M,General,,,,,133.8408
13151,212019870,M,SC,,,,,144.866
13152,212019871,F,General,,,,,122.0464
13153,212019872,M,SEBC,,,,,167.942
13154,212019873,M,SEBC,,,,,138.456
13155,212019874,M,General,,Yes,,,80.5096
13156,212019875,M,SEBC,,,,,122.8156
13157,212019879,M,General,,,,,120.7644
13158,212019880,M,General,,,,,115.8928
13159,212019881,M,SEBC,,,,,103.842
13160,212019883,M,General,,,,,112.816
13161,212019885,M,General(EWS),,,,,110.252
13162,212019886,M,General(EWS),,,,,83.5864
13163,212019888,M,SC,,,,,101.278
13164,212019889,M,ST,,,,,94.868
13165,212019890,F,General(EWS),,,,,91.2784
13166,212019891,M,General(EWS),,,,,105.8932
13167,212019892,M,SEBC,,,,,138.456
13168,212019895,M,SEBC,,,,,132.8152
13169,212019896,M,SC,,,,,102.3036
13170,212019897,F,SC,,,,,117.6876
13171,212019898,M,SEBC,,,,,113.8416
13172,212019899,M,SEBC,,,,,127.9436
13173,212019900,M,SC,,,,,119.9952
13174,212019901,M,SEBC,,,,,106.406
13175,212019903,M,SEBC,,,,,152.0452
13176,212019904,M,General(EWS),,,,,125.3796
13177,212019905,M,SEBC,,,,,141.02
13178,212019906,M,ST,,,,,128.2
13179,212019907,M,SC,,,,,126.6616
13180,212019909,M,SEBC,,,,,151.0196
13181,212019910,M,SEBC,,,,,128.7128
13182,212019913,M,SEBC,,,,,93.0732
13183,212019915,M,ST,,,,,130.5076
13184,212019916,F,SEBC,,,,,117.4312
13185,212019917,M,ST,,,,,90.7656
13186,212019918,M,SEBC,,,,,121.79
13187,212019919,M,SC,,,,,85.3812
13188,212019920,M,SEBC,,,,,104.3548
13189,212019921,F,SEBC,,,,,89.9964
13190,212019923,M,SEBC,,,,,114.3544
13191,212019924,M,SEBC,,,,,128.4564
13192,212019925,M,SEBC,,,,,154.3528
13193,212019927,M,General,,,,,128.2
13194,212019929,M,General(EWS),,,,,102.3036
13195,212019930,M,ST,,,,,86.9196
13196,212019931,M,General(EWS),,,,,108.97
13197,212019934,M,ST,,,,,92.0476
13198,212019935,M,SEBC,,,,,100.2524
13199,212019936,F,ST,,,,,87.176
13200,212019937,M,SEBC,,,,,88.458
13201,212019938,M,ST,,,,,99.4832
13202,212019943,M,SEBC,,,,,136.1484
13203,212019944,M,ST,,,,,102.8164
13204,212019945,M,SC,,,,,92.5604
13205,212019946,M,SC,,,,,133.5844
13206,212019948,M,SEBC,,Yes,,,91.5348
13207,212019949,M,SEBC,,,,,132.3024
13208,212019952,F,SEBC,,,,,128.2
13209,212019954,M,SEBC,,,,,101.7908
13210,212019955,M,ST,,,,,128.4564
13211,212019956,M,SEBC,,,,,105.8932
13212,212019957,F,General(EWS),,,,,100.7652
13213,212019958,F,ST,,,,,80.5096
13214,212019959,M,SEBC,,,,,135.6356
13215,212019960,M,SC,,,,,95.8936
13216,212019962,M,General(EWS),,,,,128.2
13217,212019963,F,SEBC,,,,,101.0216
13218,212019964,F,SEBC,,,,,81.5352
13219,212019965,M,General,,,,,109.7392
13220,212019970,M,ST,,,,,89.2272
13221,212019971,M,ST,,,,,118.9696
13222,212019972,M,SC,,,,,120.7644
13223,212019975,F,SEBC,,,,,112.816
13224,212019976,F,General,,,,,109.2264
13225,212019977,F,SEBC,,,,,102.56
13226,212019978,F,SEBC,,,,,113.5852
13227,212019979,F,General(EWS),,,,,120.2516
13228,212019982,M,General(EWS),,,,,116.9184
13229,212019983,F,SEBC,,,,,109.9956
13230,212019984,M,SEBC,,,,,134.61
13231,212019985,F,ST,,,,,114.3544
13232,212019986,M,General,,,,,101.7908
13233,212019987,M,SEBC,,,,,113.8416
13234,212019988,M,ST,,,,,111.0212
13235,212019989,M,SEBC,,,,,151.7888
13236,212019992,F,SEBC,,,,,97.6884
13237,212019995,F,SEBC,,,,,89.9964
13238,212019997,F,SEBC,,,,,86.9196
13239,212020000,F,SEBC,,,,,113.3288
13240,212020003,M,ST,,,,,89.4836
13241,212020004,M,SEBC,,,YES,,131.2768
13242,212020005,M,SEBC,,,,,118.4568
13243,212020007,M,SEBC,,,,,123.072
13244,212020010,F,SEBC,,,,,99.2268
13245,212020011,M,SC,,,,,96.4064
13246,212020012,M,General(EWS),,,,,98.9704
13247,212020013,M,SEBC,,,,,120.7644
13248,212020014,M,SC,,,,,142.5584
13249,212020015,M,SEBC,,,,,82.5608
13250,212020016,M,ST,,,,,81.7916
13251,212020017,M,SEBC,,,,,111.2776
13252,212020018,M,General(EWS),,,,,85.6376
13253,212020020,M,ST,,,,,102.3036
13254,212020022,M,SEBC,,,,,103.3292
13255,212020023,M,SEBC,,,,,147.6864
13256,212020024,M,SEBC,,,,,94.868
13257,212020027,M,ST,,,,,107.688
13258,212020028,M,SEBC,,,,,120.7644
13259,212020029,M,SC,,,,,114.098
13260,212020030,F,SEBC,,,,,102.0472
13261,212020033,M,SEBC,,,,,133.5844
13262,212020034,M,SEBC,,,,,81.5352
13263,212020035,M,ST,,,,,83.8428
13264,212020036,F,SC,,,,,92.304
13265,212020038,M,SEBC,,,,,139.9944
13266,212020039,M,SEBC,,,,,134.0972
13267,212020040,F,SEBC,,,,,84.3556
13268,212020042,M,ST,,,,,86.1504
13269,212020043,M,General(EWS),,,,,134.8664
13270,212020044,M,SEBC,,,,,142.302
13271,212020046,F,ST,,,,,88.458
13272,212020049,F,General(EWS),,,,,81.0224
13273,212020050,M,SEBC,,,,,97.1756
13274,212020051,M,ST,,,,,93.3296
13275,212020052,M,SEBC,,,,,137.9432
13276,212020053,F,SEBC,,,,,105.124
13277,212020054,F,SEBC,,,,,87.4324
13278,212020055,M,SC,,,,,88.9708
13279,212020058,M,SEBC,,,,,119.226
13280,212020060,F,SEBC,,,,,106.406
13281,212020062,F,SC,,,,,111.7904
13282,212020063,M,SEBC,,,,,139.738
13283,212020065,F,General(EWS),,,,,117.1748
13284,212020068,M,SEBC,,,,,123.3284
13285,212020069,M,SEBC,,,,,125.636
13286,212020070,F,General,,,,,104.3548
13287,212020071,M,SC,,,,,91.022
13288,212020072,M,ST,,,,,95.6372
13289,212020073,F,ST,,,,,101.5344
13290,212020074,M,SC,,,,,123.072
13291,212020075,F,ST,,,,,94.0988
13292,212020076,M,SC,,,,,81.5352
13293,212020077,F,General(EWS),,,,,93.8424
13294,212020079,M,General(EWS),,,,,139.738
13295,212020082,M,ST,,,,,84.3556
13296,212020083,M,SC,,,,,83.8428
13297,212020086,F,General(EWS),,,,,108.97
13298,212020087,M,General(EWS),,,,,112.3032
13299,212020091,M,General(EWS),,,,,93.0732
13300,212020092,M,ST,,,,,118.7132
13301,212020093,M,ST,,,,,118.4568
13302,212020094,M,SEBC,,,,,121.79
13303,212020095,M,General,,,,,114.8672
13304,212020097,M,SEBC,,,,,140.7636
13305,212020098,F,SC,,,,,86.1504
13306,212020099,M,SEBC,,,,,147.1736
13307,212020100,M,SEBC,,,,,117.944
13308,212020106,M,SEBC,,,,,123.5848
13309,212020107,F,SEBC,,,,,102.0472
13310,212020108,F,SEBC,,,,,95.8936
13311,212020110,F,SEBC,,,,,113.0724
13312,212020111,M,ST,,,,,103.0728
13313,212020112,M,SC,,,,,110.7648
13314,212020113,M,General(EWS),,,,,121.5336
13315,212020114,F,General,,,,,131.5332
13316,212020115,M,General(EWS),,,,,115.6364
13317,212020117,M,SEBC,,,,,141.2764
13318,212020121,M,SEBC,,,,,128.4564
13319,212020123,M,SC,,,,,124.0976
13320,212020124,M,SEBC,,,,,139.4816
13321,212020126,M,SC,,,,,137.4304
13322,212020128,F,SC,,,,,119.7388
13323,212020129,F,SC,,,,,81.2788
13324,212020130,M,ST,,,,,81.5352
13325,212020133,M,SEBC,,,,,128.4564
13326,212020134,F,General,,,,,108.4572
13327,212020135,M,SEBC,,,,,128.2
13328,212020136,M,SEBC,,,,,110.5084
13329,212020137,F,SEBC,,,,,89.9964
13330,212020138,F,General(EWS),,,,,92.304
13331,212020139,M,SEBC,,,,,107.688
13332,212020140,M,SEBC,,,,,136.6612
13333,212020141,M,SEBC,,,,,136.9176
13334,212020142,M,General(EWS),,,,,139.2252
13335,212020143,M,General(EWS),,,YES,,97.1756
13336,212020144,F,General(EWS),,,,,112.0468
13337,212020145,M,ST,,,,,120.7644
13338,212020147,M,SEBC,,,,,135.892
13339,212020148,M,SEBC,,,,,132.8152
13340,212020149,M,General(EWS),,,,,118.2004
13341,212020150,M,SEBC,,,,,112.3032
13342,212020151,M,SC,,,,,109.7392
13343,212020152,F,General,,,,,117.1748
13344,212020153,F,SEBC,,,,,122.8156
13345,212020155,M,SEBC,,,,,129.482
13346,212020156,M,General(EWS),,,,,122.3028
13347,212020157,M,General(EWS),,,,,112.0468
13348,212020158,M,SEBC,,,,,107.1752
13349,212020159,M,SEBC,,,,,134.3536
13350,212020160,F,General,,,,,92.8168
13351,212020163,M,General,,,,,129.2256
13352,212020164,M,SC,,,,,127.9436
13353,212020166,F,ST,,,,,92.8168
13354,212020167,M,General(EWS),,,,,104.0984
13355,212020168,F,General(EWS),,,,,91.022
13356,212020170,M,ST,,,,,82.3044
13357,212020171,M,SEBC,,,,,133.328
13358,212020173,M,SC,,,,,125.1232
13359,212020174,M,SEBC,,,,,113.0724
13360,212020176,F,SEBC,,,,,121.2772
13361,212020178,M,SC,,,,,133.5844
13362,212020179,F,General,,,,,86.6632
13363,212020181,M,SEBC,,,,,91.2784
13364,212020182,M,SEBC,,,,,113.3288
13365,212020183,M,ST,,,,,86.4068
13366,212020184,F,SEBC,,,,,108.2008
13367,212020185,M,SEBC,,,,,120.508
13368,212020188,M,General(EWS),,,,,125.636
13369,212020189,M,SC,,,,,104.8676
13370,212020190,F,General,,,,,97.6884
13371,212020194,M,SEBC,,,,,157.4296
13372,212020195,M,SEBC,,,,,117.944
13373,212020196,M,SEBC,,,,,140.2508
13374,212020197,M,SC,,Yes,,,93.8424
13375,212020198,M,SEBC,,,,,135.1228
13376,212020200,M,General(EWS),,,,,116.9184
13377,212020201,M,ST,,,,,132.046
13378,212020202,F,General(EWS),,,,,95.3808
13379,212020204,M,SC,,,,,118.9696
13380,212020206,F,SC,,,,,88.9708
13381,212020209,M,SC,,,,,130.764
13382,212020210,F,ST,,,,,83.33
13383,212020211,M,General,,,,,125.3796
13384,212020213,M,SEBC,,,,,122.3028
13385,212020214,F,SEBC,,,,,98.714
13386,212020215,M,SEBC,,,,,107.9444
13387,212020216,M,SC,,,,,142.0456
13388,212020218,M,General(EWS),,,,,110.5084
13389,212020220,M,General(EWS),,,,,145.3788
13390,212020221,M,SEBC,,,,,137.4304
13391,212020222,F,General,,,,,116.1492
13392,212020223,M,SEBC,,,,,122.0464
13393,212020224,M,SEBC,,,,,99.996
13394,212020225,M,SC,,,,,127.6872
13395,212020226,M,ST,,,,,102.0472
13396,212020229,M,General(EWS),,,,,125.8924
13397,212020230,F,ST,,,,,93.3296
13398,212020231,M,SC,,,,,121.0208
13399,212020232,M,SEBC,,,,,124.8668
13400,212020234,M,SEBC,,,,,134.8664
13401,212020236,F,ST,,,,,85.3812
13402,212020237,F,General(EWS),,,,,125.3796
13403,212020238,F,General(EWS),,,,,88.2016
13404,212020240,M,General,,,,,93.3296
13405,212020241,M,SEBC,,,,,138.7124
13406,212020242,M,SC,,,,,84.0992
13407,212020244,F,SEBC,,,,,120.7644
13408,212020245,M,SEBC,,,,,113.3288
13409,212020247,F,SEBC,,,,,96.6628
13410,212020248,F,SEBC,,,,,115.38
13411,212020252,M,SEBC,,,,,133.0716
13412,212020254,F,SEBC,,,,,88.458
13413,212020255,M,SC,,,,,134.61
13414,212020257,M,General(EWS),,,,,114.8672
13415,212020259,M,SEBC,,,,,137.9432
13416,212020261,F,SEBC,,,,,83.0736
13417,212020262,F,SEBC,,,,,86.1504
13418,212020263,F,SC,,,,,133.5844
13419,212020264,M,SEBC,,,,,117.944
13420,212020265,M,SEBC,,,,,134.8664
13421,212020266,M,SEBC,,,,,134.3536
13422,212020267,F,SEBC,,,,,111.534
13423,212020268,M,SEBC,,,,,119.9952
13424,212020270,M,SC,,,,,94.6116
13425,212020271,M,SEBC,,,,,135.892
13426,212020272,M,SEBC,,,,,116.662
13427,212020273,F,SEBC,,,,,94.6116
13428,212020274,M,SEBC,,,,,102.0472
13429,212020275,M,ST,,,,,106.9188
13430,212020276,M,SEBC,,,,,138.9688
13431,212020277,M,General,,,,,132.8152
13432,212020281,M,General(EWS),,,,,143.3276
13433,212020282,F,SEBC,,,,,84.0992
13434,212020284,M,General(EWS),,,,,130.764
13435,212020287,F,SC,,,,,111.7904
13436,212020288,F,General(EWS),,,,,108.2008
13437,212020289,F,General(EWS),,,,,118.9696
13438,212020290,M,General(EWS),,,,,124.6104
13439,212020291,M,SEBC,,,,,127.6872
13440,212020292,M,SEBC,,,,,146.148
13441,212020294,F,SC,,,,,111.0212
13442,212020295,F,SEBC,,,,,135.892
13443,212020296,F,SEBC,,,,,111.534
13444,212020301,M,General(EWS),,,,,89.2272
13445,212020303,F,SEBC,,,,,94.3552
13446,212020304,F,SEBC,,,,,118.2004
13447,212020305,M,ST,,,,,102.3036
13448,212020307,M,SEBC,,,,,151.0196
13449,212020308,M,SC,,,,,133.5844
13450,212020309,M,ST,,,,,97.9448
13451,212020310,M,ST,,,,,115.8928
13452,212020312,M,ST,,,,,119.7388
13453,212020316,M,SEBC,,,,,115.6364
13454,212020318,M,General(EWS),,,,,125.636
13455,212020321,F,SEBC,,,,,104.0984
13456,212020322,M,SEBC,,,,,143.584
13457,212020323,M,SC,,,,,101.5344
13458,212020324,F,General(EWS),,,,,122.3028
13459,212020328,M,SEBC,,,,,123.3284
13460,212020329,F,ST,,,,,85.3812
13461,212020332,F,SC,,,,,118.7132
13462,212020333,M,SEBC,,,,,124.6104
13463,212020339,M,SEBC,,,,,108.97
13464,212020341,M,SEBC,,,,,140.2508
13465,212020342,M,SEBC,,,,,107.688
13466,212020343,M,General(EWS),,,,,110.252
13467,212020344,M,SEBC,,,,,142.5584
13468,212020347,M,SC,,,,,86.6632
13469,212020349,M,ST,,,,,118.9696
13470,212020353,F,SEBC,,,,,138.1996
13471,212020354,M,ST,,,,,89.2272
13472,212020355,M,SEBC,,,,,119.4824
13473,212020357,M,General,,,,,126.6616
13474,212020358,M,SEBC,,,,,105.124
13475,212020361,M,SC,,,,,108.2008
13476,212020362,M,ST,,,,,116.662
13477,212020363,F,ST,,,,,82.3044
13478,212020364,F,SEBC,,,,,129.482
13479,212020365,F,General(EWS),,,,,134.8664
13480,212020366,M,SEBC,,,,,123.072
13481,212020367,M,SEBC,,,,,121.79
13482,212020368,M,SC,,,,,123.8412
13483,212020370,M,SC,,,,,135.3792
13484,212020371,F,SEBC,,,,,83.0736
13485,212020372,M,SEBC,,,,,142.0456
13486,212020374,M,SEBC,,,,,99.4832
13487,212020375,M,SEBC,,,,,135.892
13488,212020376,M,SEBC,,,,,115.1236
13489,212020377,M,General,,,,,120.2516
13490,212020380,F,SEBC,,,,,98.9704
13491,212020381,M,ST,,,,,96.15
13492,212020383,M,General(EWS),,,,,130.764
13493,212020384,F,SC,,,,,110.7648
13494,212020386,M,SEBC,,,,,107.9444
13495,212020387,M,ST,,,,,105.8932
13496,212020388,M,SC,,,,,115.6364
13497,212020389,M,General(EWS),,,,,111.534
13498,212020392,M,General(EWS),,,,,128.7128
13499,212020393,M,General(EWS),,,,,92.8168
13500,212020395,M,General(EWS),,,,,108.4572
13501,212020398,F,General,,,,,98.4576
13502,212020399,M,SEBC,,,,,144.6096
13503,212020400,M,SEBC,,,,,100.7652
13504,212020404,M,General(EWS),,,,,120.7644
13505,212020406,M,General,,,YES,,94.3552
13506,212020407,M,SEBC,,,,,136.6612
13507,212020408,F,SEBC,,,,,94.3552
13508,212020409,M,SEBC,,,,,147.9428
13509,212020410,F,General(EWS),,,,,114.098
13510,212020411,M,ST,,,,,92.5604
13511,212020412,F,General(EWS),,,,,124.8668
